,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,mileagev,enginev,max_powerv,torquev,Brand,model_name
2301,Honda Jazz 1.5 VX i DTEC,2016,650000,61915,Diesel,Individual,Manual,First Owner,5.0,27.3,1498,98.6,200Nm,Honda,Jazz 1.5 VX i DTEC
2989,Honda Jazz 1.5 E i DTEC,2016,425000,68000,Diesel,Individual,Manual,First Owner,5.0,27.3,1498,98.6,200Nm,Honda,Jazz 1.5 E i DTEC
7579,Honda Jazz 1.5 V i DTEC,2016,650000,30000,Diesel,Individual,Manual,Second Owner,5.0,27.3,1498,98.6,200Nm,Honda,Jazz 1.5 V i DTEC
54,Honda Jazz VX Diesel,2015,525000,63000,Diesel,Dealer,Manual,First Owner,5.0,27.3,1498,98.6,200Nm,Honda,Jazz VX Diesel
6244,Honda Jazz 1.5 V i DTEC,2015,600000,90000,Diesel,Individual,Manual,First Owner,5.0,27.3,1498,98.6,200Nm,Honda,Jazz 1.5 V i DTEC
6619,Honda Jazz 1.5 VX i DTEC,2015,525000,60000,Diesel,Individual,Manual,First Owner,5.0,27.3,1498,98.6,200Nm,Honda,Jazz 1.5 VX i DTEC
5389,Tata Tiago 2019-2020 XZ Plus Diesel,2019,670000,2000,Diesel,Individual,Manual,First Owner,5.0,27.28,1047,69,140Nm,Tata,Tiago 2019-2020 XZ Plus Diesel
5465,Tata Tiago 1.05 Revotorq XE,2018,450000,90000,Diesel,Individual,Manual,First Owner,5.0,27.28,1047,69,140Nm,Tata,Tiago 1.05 Revotorq XE
7638,Tata Tiago 1.05 Revotorq XZ,2018,540000,33000,Diesel,Individual,Manual,First Owner,5.0,27.28,1047,69,140Nm,Tata,Tiago 1.05 Revotorq XZ
278,Tata Tiago Wizz 1.05 Revotorq,2017,350000,120000,Diesel,Individual,Manual,First Owner,5.0,27.28,1047,69,140Nm,Tata,Tiago Wizz 1.05 Revotorq
748,Tata Tiago 1.05 Revotorq XM,2017,360000,50000,Diesel,Individual,Manual,First Owner,5.0,27.28,1047,69,140Nm,Tata,Tiago 1.05 Revotorq XM
1650,Tata Tiago 1.05 Revotorq XE,2017,325000,120000,Diesel,Individual,Manual,First Owner,5.0,27.28,1047,69,140Nm,Tata,Tiago 1.05 Revotorq XE
3878,Tata Tiago 1.05 Revotorq XZ WO Alloy,2017,450000,89000,Diesel,Individual,Manual,First Owner,5.0,27.28,1047,69,140Nm,Tata,Tiago 1.05 Revotorq XZ WO Alloy
5433,Tata Tiago 1.05 Revotorq XT,2017,450000,80000,Diesel,Individual,Manual,First Owner,5.0,27.28,1047,69,140Nm,Tata,Tiago 1.05 Revotorq XT
5781,Tata Tiago 1.05 Revotorq XT Option,2017,350000,24000,Diesel,Individual,Manual,Second Owner,5.0,27.28,1047,69,140Nm,Tata,Tiago 1.05 Revotorq XT Option
266,Tata Tiago 1.05 Revotorq XZ,2016,380000,70000,Diesel,Individual,Manual,First Owner,5.0,27.28,1047,69,140Nm,Tata,Tiago 1.05 Revotorq XZ
4130,Tata Tiago 1.05 Revotorq XZ,2016,400000,35000,Diesel,Individual,Manual,Second Owner,5.0,27.28,1047,69,140Nm,Tata,Tiago 1.05 Revotorq XZ
4662,Tata Tiago 1.05 Revotorq XZ WO Alloy,2016,490000,100000,Diesel,Individual,Manual,First Owner,5.0,27.28,1047,69,140Nm,Tata,Tiago 1.05 Revotorq XZ WO Alloy
7100,Tata Tiago 1.05 Revotorq XT,2016,400000,60000,Diesel,Individual,Manual,First Owner,5.0,27.28,1047,69,140Nm,Tata,Tiago 1.05 Revotorq XT
7300,Maruti Alto Green LXi (CNG),2012,150000,82300,CNG,Individual,Manual,Second Owner,5.0,26.83,796,38.4,62Nm,Maruti,Alto Green LXi (CNG)
7308,Maruti Alto Green LXi (CNG),2010,155000,70000,CNG,Individual,Manual,Second Owner,5.0,26.83,796,38.4,62Nm,Maruti,Alto Green LXi (CNG)
1978,Honda Civic ZX Diesel BSIV,2020,2125000,5500,Diesel,Dealer,Manual,First Owner,5.0,26.8,1597,118,300Nm,Honda,Civic ZX Diesel BSIV
256,Maruti Ignis 1.3 Alpha,2017,500000,75000,Diesel,Individual,Manual,First Owner,5.0,26.8,1248,74,190Nm,Maruti,Ignis 1.3 Alpha
1061,Maruti Ignis 1.3 AMT Zeta,2017,625000,37000,Diesel,Individual,Automatic,First Owner,5.0,26.8,1248,74,190Nm,Maruti,Ignis 1.3 AMT Zeta
6488,Maruti Wagon R LXI CNG Optional,2019,459999,35000,CNG,Individual,Manual,First Owner,5.0,26.6,998,58.16,77Nm,Maruti,Wagon R LXI CNG Optional
2513,Maruti Wagon R LXI CNG,2018,390000,40000,CNG,Individual,Manual,First Owner,5.0,26.6,998,58.16,77Nm,Maruti,Wagon R LXI CNG
2527,Maruti Wagon R LXI CNG,2018,459999,70000,CNG,Individual,Manual,First Owner,5.0,26.6,998,58.16,77Nm,Maruti,Wagon R LXI CNG
2767,Maruti Wagon R LXI CNG,2018,450000,50000,CNG,Individual,Manual,First Owner,5.0,26.6,998,58.16,77Nm,Maruti,Wagon R LXI CNG
7166,Maruti Wagon R LXI CNG,2018,400000,60000,CNG,Individual,Manual,First Owner,5.0,26.6,998,58.16,77Nm,Maruti,Wagon R LXI CNG
3200,Maruti Wagon R LXI CNG,2017,400000,110000,CNG,Individual,Manual,First Owner,5.0,26.6,998,58.16,77Nm,Maruti,Wagon R LXI CNG
3853,Maruti Wagon R LXI CNG,2017,420000,60000,CNG,Individual,Manual,First Owner,5.0,26.6,998,58.16,77Nm,Maruti,Wagon R LXI CNG
3956,Maruti Wagon R LXI CNG,2017,350000,60000,CNG,Individual,Manual,First Owner,5.0,26.6,998,58.16,77Nm,Maruti,Wagon R LXI CNG
203,Maruti Wagon R LXI CNG,2016,360000,50000,CNG,Individual,Manual,First Owner,5.0,26.6,998,58.16,77Nm,Maruti,Wagon R LXI CNG
2481,Maruti Wagon R LXI CNG,2016,300000,50000,CNG,Individual,Manual,Second Owner,5.0,26.6,998,58.16,77Nm,Maruti,Wagon R LXI CNG
3912,Maruti Wagon R LXI CNG,2016,320000,43000,CNG,Individual,Manual,Second Owner,5.0,26.6,998,58.16,77Nm,Maruti,Wagon R LXI CNG
5034,Maruti Wagon R LXI CNG,2016,310000,35000,CNG,Individual,Manual,Second Owner,5.0,26.6,998,58.16,77Nm,Maruti,Wagon R LXI CNG
2573,Maruti Wagon R LXI CNG,2013,211000,90000,CNG,Individual,Manual,First Owner,5.0,26.6,998,58.16,77Nm,Maruti,Wagon R LXI CNG
4673,Maruti Swift Dzire VDI Optional,2018,690000,52200,Diesel,Dealer,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI Optional
6275,Maruti Swift Dzire VDI Optional,2018,751000,44885,Diesel,Dealer,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI Optional
303,Maruti Swift Dzire VDI,2017,650000,25000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
869,Maruti Swift Dzire ZDI,2017,695000,50000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire ZDI
2516,Maruti Swift Dzire VDI,2017,650000,75000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
2745,Maruti Swift Dzire VDI,2017,570000,120000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
2816,Maruti Swift Dzire VDI,2017,635000,40000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
3163,Maruti Swift Dzire VDI Optional,2017,589000,41232,Diesel,Dealer,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI Optional
3231,Maruti Swift Dzire VDI Optional,2017,675000,35000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI Optional
5127,Maruti Swift Dzire VDI,2017,620000,61000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
6242,Maruti Swift Dzire VDI,2017,700000,65000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
6300,Maruti Swift Dzire VDI,2017,650000,70000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
96,Maruti Swift Dzire LDI,2016,600000,150000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire LDI
366,Maruti Swift Dzire VDI,2016,550000,60000,Diesel,Individual,Manual,Second Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
469,Maruti Swift Dzire VDI,2016,600000,147000,Diesel,Individual,Manual,Second Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
509,Maruti Swift Dzire VDI,2016,561000,30000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
1329,Maruti Swift Dzire VDI,2016,649000,70000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
1459,Maruti Swift Dzire VDI,2016,525000,40000,Diesel,Individual,Manual,Second Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
1481,Maruti Swift Dzire VDI,2016,600000,80000,Diesel,Individual,Manual,Second Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
1669,Maruti Swift Dzire AMT ZDI,2016,650000,50000,Diesel,Individual,Automatic,Second Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire AMT ZDI
1903,Maruti Swift Dzire VDI,2016,660000,55000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
2442,Maruti Swift Dzire ZDI,2016,550000,55000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire ZDI
3027,Maruti Swift Dzire LDI,2016,425000,120000,Diesel,Individual,Manual,Third Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire LDI
3722,Maruti Swift Dzire VDI,2016,650000,50000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
3818,Maruti Swift Dzire VDI Optional,2016,690000,80000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI Optional
4078,Maruti Swift Dzire LDI,2016,500000,35000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire LDI
4613,Maruti Swift Dzire VDI,2016,550000,76000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
4885,Maruti Swift Dzire AMT ZDI,2016,700000,90000,Diesel,Individual,Automatic,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire AMT ZDI
5382,Maruti Swift Dzire VDI,2016,631000,75000,Diesel,Individual,Manual,Second Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
5455,Maruti Swift Dzire VDI,2016,675000,120000,Diesel,Individual,Manual,Second Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
22,Maruti Swift Dzire ZDI,2015,525000,40000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire ZDI
64,Maruti Swift Dzire ZDI,2015,630000,147000,Diesel,Individual,Manual,Second Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire ZDI
392,Maruti Swift Dzire VDI,2015,480000,90000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
611,Maruti Swift Dzire LDI,2015,370000,170000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire LDI
1418,Maruti Swift Dzire VDI,2015,500000,120000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
1492,Maruti Swift Dzire LDI,2015,420000,115000,Diesel,Individual,Manual,Second Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire LDI
1508,Maruti Swift Dzire LDI Optional,2015,459999,80000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire LDI Optional
1647,Maruti Swift Dzire VDI,2015,470000,110000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
1668,Maruti Swift Dzire VDI,2015,480000,30000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
1884,Maruti Swift Dzire VDI,2015,600000,60000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
2519,Maruti Swift Dzire VDI,2015,520000,70000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
2520,Maruti Swift Dzire VDI,2015,610000,60000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
2626,Maruti Swift Dzire VDI Optional,2015,525000,80000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI Optional
2936,Maruti Swift Dzire ZDI,2015,615000,32000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire ZDI
3937,Maruti Swift Dzire LDI,2015,330000,140000,Diesel,Individual,Manual,Second Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire LDI
4312,Maruti Swift Dzire VDI,2015,625000,50000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
4590,Maruti Swift Dzire VDI,2015,550000,50000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
4594,Maruti Swift Dzire VDI,2015,550000,110000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
5554,Maruti Swift Dzire VDI,2015,600000,100000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
5692,Maruti Swift Dzire VDI,2015,440000,110000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
6094,Maruti Swift Dzire VDI,2015,615000,60000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
6342,Maruti Swift Dzire LDI Optional,2015,470000,70000,Diesel,Individual,Manual,Second Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire LDI Optional
6492,Maruti Swift Dzire ZDI,2015,570000,72000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire ZDI
6777,Maruti Swift Dzire VDI,2015,600000,135000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
6852,Maruti Swift Dzire ZDI,2015,590000,50000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire ZDI
7637,Maruti Swift Dzire ZDI,2015,575000,57000,Diesel,Individual,Manual,Second Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire ZDI
7890,Maruti Swift Dzire VDI,2015,600000,50000,Diesel,Individual,Manual,First Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
3767,Maruti Swift Dzire VDI,2013,470000,82000,Diesel,Dealer,Manual,Second Owner,5.0,26.59,1248,74,190Nm,Maruti,Swift Dzire VDI
5185,Maruti Zen Estilo LXI Green (CNG),2014,235000,70000,CNG,Individual,Manual,Second Owner,5.0,26.3,998,67.1,90Nm,Maruti,Zen Estilo LXI Green (CNG)
2740,Maruti Zen Estilo LXI Green (CNG),2011,200000,80000,CNG,Individual,Manual,First Owner,5.0,26.3,998,67.1,90Nm,Maruti,Zen Estilo LXI Green (CNG)
147,Maruti Ciaz ZDi,2015,535000,40000,Diesel,Dealer,Manual,First Owner,5.0,26.21,1248,88.5,200Nm,Maruti,Ciaz ZDi
1219,Maruti Ciaz ZDi Plus,2015,600000,110000,Diesel,Individual,Manual,First Owner,5.0,26.21,1248,88.5,200Nm,Maruti,Ciaz ZDi Plus
2890,Maruti Ciaz ZDi,2015,600000,120000,Diesel,Individual,Manual,Second Owner,5.0,26.21,1248,88.5,200Nm,Maruti,Ciaz ZDi
3276,Maruti Ciaz ZDi Plus,2015,600000,60000,Diesel,Individual,Manual,Third Owner,5.0,26.21,1248,88.5,200Nm,Maruti,Ciaz ZDi Plus
3445,Maruti Ciaz VDi Plus,2015,625000,90000,Diesel,Individual,Manual,First Owner,5.0,26.21,1248,88.5,200Nm,Maruti,Ciaz VDi Plus
3476,Maruti Ciaz ZDi,2015,700000,60000,Diesel,Individual,Manual,First Owner,5.0,26.21,1248,88.5,200Nm,Maruti,Ciaz ZDi
5546,Maruti Ciaz ZDi Plus,2015,630000,70000,Diesel,Individual,Manual,First Owner,5.0,26.21,1248,88.5,200Nm,Maruti,Ciaz ZDi Plus
5636,Maruti Ciaz VDi Plus,2015,600000,70000,Diesel,Individual,Manual,First Owner,5.0,26.21,1248,88.5,200Nm,Maruti,Ciaz VDi Plus
6827,Maruti Ciaz ZDi,2015,730000,70000,Diesel,Individual,Manual,First Owner,5.0,26.21,1248,88.5,200Nm,Maruti,Ciaz ZDi
7264,Maruti Ciaz VDi Plus,2015,600000,50000,Diesel,Individual,Manual,First Owner,5.0,26.21,1248,88.5,200Nm,Maruti,Ciaz VDi Plus
2040,Maruti Ciaz VDi Plus,2014,459999,145000,Diesel,Individual,Manual,Second Owner,5.0,26.21,1248,88.5,200Nm,Maruti,Ciaz VDi Plus
8075,Maruti Ciaz ZDi,2014,560000,90000,Diesel,Individual,Manual,Second Owner,5.0,26.21,1248,88.5,200Nm,Maruti,Ciaz ZDi
870,Maruti Wagon R Duo Lxi,2012,231000,70000,LPG,Individual,Manual,First Owner,5.0,26.2,998,58.2,77Nm,Maruti,Wagon R Duo Lxi
1511,Maruti Wagon R Duo Lxi,2012,300000,100000,LPG,Individual,Manual,Second Owner,5.0,26.2,998,58.2,77Nm,Maruti,Wagon R Duo Lxi
5457,Maruti Wagon R LXI CNG,2012,297000,100000,CNG,Individual,Manual,Third Owner,5.0,26.2,998,58.2,77Nm,Maruti,Wagon R LXI CNG
6338,Maruti Wagon R Duo Lxi,2012,300000,60000,LPG,Individual,Manual,First Owner,5.0,26.2,998,58.2,77Nm,Maruti,Wagon R Duo Lxi
2579,Maruti Wagon R Duo Lxi,2011,300000,300000,LPG,Individual,Manual,First Owner,5.0,26.2,998,58.2,77Nm,Maruti,Wagon R Duo Lxi
2618,Maruti Wagon R LXI CNG,2011,200000,137000,CNG,Individual,Manual,First Owner,5.0,26.2,998,58.2,77Nm,Maruti,Wagon R LXI CNG
3050,Maruti Wagon R LXI LPG BSIV,2011,200000,70000,LPG,Individual,Manual,First Owner,5.0,26.2,998,58.2,77Nm,Maruti,Wagon R LXI LPG BSIV
90,Maruti Wagon R LXI LPG BSIV,2010,225000,44000,LPG,Dealer,Manual,First Owner,5.0,26.2,998,58.2,77Nm,Maruti,Wagon R LXI LPG BSIV
2518,Maruti Wagon R LXI LPG BSIV,2010,275000,50000,LPG,Individual,Manual,First Owner,5.0,26.2,998,58.2,77Nm,Maruti,Wagon R LXI LPG BSIV
2588,Maruti Wagon R Duo Lxi,2010,160000,66444,LPG,Individual,Manual,First Owner,5.0,26.2,998,58.2,77Nm,Maruti,Wagon R Duo Lxi
3492,Maruti Wagon R LXI LPG BSIV,2010,150000,70000,LPG,Individual,Manual,Second Owner,5.0,26.2,998,58.2,77Nm,Maruti,Wagon R LXI LPG BSIV
2401,Ford Aspire Trend Diesel BSIV,2018,530000,80000,Diesel,Individual,Manual,First Owner,5.0,26.1,1498,99.23,215Nm,Ford,Aspire Trend Diesel BSIV
6542,Ford Aspire Titanium Diesel BSIV,2017,725000,75000,Diesel,Dealer,Manual,First Owner,5.0,26.1,1498,99.23,215Nm,Ford,Aspire Titanium Diesel BSIV
1010,Ford Aspire Titanium Diesel BSIV,2016,600000,155201,Diesel,Dealer,Manual,First Owner,5.0,26.1,1498,99.23,215Nm,Ford,Aspire Titanium Diesel BSIV
7826,Honda City i DTec SV,2017,650000,47000,Diesel,Individual,Manual,Second Owner,5.0,26.0,1498,98.6,200Nm,Honda,City i DTec SV
3790,Honda City i DTec SV,2016,700000,110000,Diesel,Individual,Manual,First Owner,5.0,26.0,1498,98.6,200Nm,Honda,City i DTec SV
5731,Honda City i DTec VX,2016,750000,86000,Diesel,Individual,Manual,Third Owner,5.0,26.0,1498,98.6,200Nm,Honda,City i DTec VX
7177,Honda City i DTec S,2016,670000,60000,Diesel,Individual,Manual,First Owner,5.0,26.0,1498,98.6,200Nm,Honda,City i DTec S
7195,Honda City i DTec VX,2016,1000000,50000,Diesel,Individual,Manual,Second Owner,5.0,26.0,1498,98.6,200Nm,Honda,City i DTec VX
7362,Honda City i DTec SV,2016,802999,50856,Diesel,Dealer,Manual,First Owner,5.0,26.0,1498,98.6,200Nm,Honda,City i DTec SV
7529,Honda City i DTec E,2016,765000,80000,Diesel,Individual,Manual,First Owner,5.0,26.0,1498,98.6,200Nm,Honda,City i DTec E
52,Honda City i DTEC S,2015,600000,54700,Diesel,Dealer,Manual,First Owner,5.0,26.0,1498,98.6,200Nm,Honda,City i DTEC S
262,Honda City i DTEC V,2015,725000,50000,Diesel,Individual,Manual,Second Owner,5.0,26.0,1498,98.6,200Nm,Honda,City i DTEC V
1999,Honda City i DTEC E,2015,650000,80000,Diesel,Individual,Manual,First Owner,5.0,26.0,1498,98.6,200Nm,Honda,City i DTEC E
3146,Honda City i DTEC E,2015,500000,100000,Diesel,Individual,Manual,First Owner,5.0,26.0,1498,98.6,200Nm,Honda,City i DTEC E
5732,Honda City i DTEC V,2015,611000,80000,Diesel,Individual,Manual,Second Owner,5.0,26.0,1498,98.6,200Nm,Honda,City i DTEC V
5767,Honda City i DTEC SV,2015,625000,30000,Diesel,Individual,Manual,First Owner,5.0,26.0,1498,98.6,200Nm,Honda,City i DTEC SV
5929,Honda City i DTEC S,2015,615000,120000,Diesel,Individual,Manual,Second Owner,5.0,26.0,1498,98.6,200Nm,Honda,City i DTEC S
6478,Honda City i DTEC S,2015,600000,70000,Diesel,Individual,Manual,First Owner,5.0,26.0,1498,98.6,200Nm,Honda,City i DTEC S
6821,Honda City i DTEC V,2015,600000,128000,Diesel,Dealer,Manual,First Owner,5.0,26.0,1498,98.6,200Nm,Honda,City i DTEC V
1390,Honda City i DTec V,2014,560000,72000,Diesel,Dealer,Manual,First Owner,5.0,26.0,1498,98.6,200Nm,Honda,City i DTec V
2408,Honda City i DTEC SV,2014,580000,97000,Diesel,Individual,Manual,First Owner,5.0,26.0,1498,98.6,200Nm,Honda,City i DTEC SV
2555,Honda City i DTEC SV,2014,600000,90000,Diesel,Individual,Manual,First Owner,5.0,26.0,1498,98.6,200Nm,Honda,City i DTEC SV
2557,Honda City i DTEC SV,2014,625000,90000,Diesel,Individual,Manual,First Owner,5.0,26.0,1498,98.6,200Nm,Honda,City i DTEC SV
4564,Honda City i DTEC SV,2014,500000,110000,Diesel,Individual,Manual,First Owner,5.0,26.0,1498,98.6,200Nm,Honda,City i DTEC SV
5847,Honda City i DTEC S,2014,550000,110000,Diesel,Individual,Manual,Second Owner,5.0,26.0,1498,98.6,200Nm,Honda,City i DTEC S
6232,Honda City i DTEC V,2014,600000,70000,Diesel,Individual,Manual,First Owner,5.0,26.0,1498,98.6,200Nm,Honda,City i DTEC V
6450,Honda City i DTEC V,2014,560000,100000,Diesel,Individual,Manual,Second Owner,5.0,26.0,1498,98.6,200Nm,Honda,City i DTEC V
7530,Honda City i DTEC V,2014,640000,120000,Diesel,Individual,Manual,Second Owner,5.0,26.0,1498,98.6,200Nm,Honda,City i DTEC V
709,Tata Nano Cx,2011,45000,10000,Petrol,Individual,Manual,Third Owner,4.0,26.0,624,35,48Nm,Tata,Nano Cx
5878,Tata Nano Lx,2011,70000,40000,Petrol,Individual,Manual,First Owner,4.0,26.0,624,35,4.8kgm,Tata,Nano Lx
7624,Tata Nano Cx,2011,70000,80000,Petrol,Individual,Manual,First Owner,4.0,26.0,624,35,48Nm,Tata,Nano Cx
8089,Tata Nano Cx,2011,46000,25000,Petrol,Individual,Manual,Second Owner,4.0,26.0,624,35,48Nm,Tata,Nano Cx
1267,Tata Nano Cx BSIV,2010,55000,50000,Petrol,Individual,Manual,Third Owner,4.0,26.0,624,35,48,Tata,Nano Cx BSIV
6738,Tata Nano Lx BSIV,2010,45000,30400,Petrol,Individual,Manual,Fourth & Above Owner,4.0,26.0,624,35,48,Tata,Nano Lx BSIV
2770,Tata Nano Cx,2009,70000,15000,Petrol,Individual,Manual,First Owner,4.0,26.0,624,35,48Nm,Tata,Nano Cx
1053,Ford Figo Aspire 1.5 TDCi Titanium,2018,793000,30000,Diesel,Individual,Manual,First Owner,5.0,25.83,1498,99,215Nm,Ford,Figo Aspire 1.5 TDCi Titanium
2921,Ford Figo Aspire 1.5 TDCi Trend,2018,640000,82000,Diesel,Individual,Manual,First Owner,5.0,25.83,1498,99,215Nm,Ford,Figo Aspire 1.5 TDCi Trend
5288,Ford Figo Aspire 1.5 TDCi Titanium,2018,650000,21000,Diesel,Individual,Manual,First Owner,5.0,25.83,1498,99,215Nm,Ford,Figo Aspire 1.5 TDCi Titanium
6857,Ford Figo Aspire 1.5 TDCi Titanium,2018,372000,50000,Diesel,Individual,Manual,Fourth & Above Owner,5.0,25.83,1498,99,215Nm,Ford,Figo Aspire 1.5 TDCi Titanium
1428,Ford Figo Aspire 1.5 TDCi Trend,2017,700000,35000,Diesel,Individual,Manual,First Owner,5.0,25.83,1498,99,215Nm,Ford,Figo Aspire 1.5 TDCi Trend
1962,Ford Figo 1.5D Base MT,2017,430000,113000,Diesel,Individual,Manual,First Owner,5.0,25.83,1498,99,215Nm,Ford,Figo 1.5D Base MT
2373,Ford Figo 1.5D Trend MT,2017,500000,62960,Diesel,Dealer,Manual,First Owner,5.0,25.83,1498,99,215Nm,Ford,Figo 1.5D Trend MT
2819,Ford Figo Aspire 1.5 TDCi Titanium Opt,2017,550000,70000,Diesel,Individual,Manual,Second Owner,5.0,25.83,1498,99,215Nm,Ford,Figo Aspire 1.5 TDCi Titanium Opt
3316,Ford Figo Aspire 1.5 TDCi Titanium,2017,670000,70000,Diesel,Individual,Manual,First Owner,5.0,25.83,1498,99,215Nm,Ford,Figo Aspire 1.5 TDCi Titanium
4139,Ford Figo Aspire 1.5 TDCi Titanium,2017,700000,70000,Diesel,Individual,Manual,First Owner,5.0,25.83,1498,99,215Nm,Ford,Figo Aspire 1.5 TDCi Titanium
5071,Ford Figo 1.5D Titanium MT,2017,600000,30000,Diesel,Individual,Manual,First Owner,5.0,25.83,1498,99,215Nm,Ford,Figo 1.5D Titanium MT
7434,Ford Figo 1.5D Trend MT,2017,495000,56000,Diesel,Individual,Manual,First Owner,5.0,25.83,1498,99,215Nm,Ford,Figo 1.5D Trend MT
7465,Ford Figo Aspire 1.5 TDCi Titanium,2017,550000,15000,Diesel,Individual,Manual,First Owner,5.0,25.83,1498,99,215Nm,Ford,Figo Aspire 1.5 TDCi Titanium
7881,Ford Figo Aspire 1.5 TDCi Titanium,2017,700000,49957,Diesel,Dealer,Manual,First Owner,5.0,25.83,1498,99,215Nm,Ford,Figo Aspire 1.5 TDCi Titanium
